District,State,Risk_Score,CIS,Severity,Intervention,Priority,Budget,Duration_Days,Start_Date,End_Date,Staff_Required,Responsible_Authority,Target_Enrollments
K.v. Rangareddy,Andhra Pradesh,92.7,0.2298666666666666,🔴 CRITICAL,Digital Literacy & Awareness Program,🔴 URGENT,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Kishanganj,Bihar,92.6,0.2951111111111111,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Kishanganj,Bihar,92.6,0.2951111111111111,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Jhunjhunu,Rajasthan,92.5,0.2947777777777778,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Jhunjhunu,Rajasthan,92.5,0.2947777777777778,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Jhunjhunu,Rajasthan,92.5,0.2947777777777778,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Sahebganj,Jharkhand,92.5,0.2728888888888889,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Sahebganj,Jharkhand,92.5,0.2728888888888889,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Bastar,Chhattisgarh,92.4,0.2438888888888889,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Bastar,Chhattisgarh,92.4,0.2438888888888889,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Coimbatore,Tamil Nadu,92.3,0.2401111111111111,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Coimbatore,Tamil Nadu,92.3,0.2401111111111111,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Tawang,Arunachal Pradesh,92.2,0.1886666666666666,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Tawang,Arunachal Pradesh,92.2,0.1886666666666666,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Tawang,Arunachal Pradesh,92.2,0.1886666666666666,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Palamu,Jharkhand,92.2,0.2487777777777777,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Palamu,Jharkhand,92.2,0.2487777777777777,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Ahilyanagar,Maharashtra,92.1,0.061,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Ahilyanagar,Maharashtra,92.1,0.061,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Ahilyanagar,Maharashtra,92.1,0.061,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Kota,Rajasthan,92.0,0.2918888888888888,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Kota,Rajasthan,92.0,0.2918888888888888,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Mayiladuthurai,Tamil Nadu,92.0,0.2489999999999999,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Mayiladuthurai,Tamil Nadu,92.0,0.2489999999999999,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Mayiladuthurai,Tamil Nadu,92.0,0.2489999999999999,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Sarangarh-Bilaigarh,Chhattisgarh,92.0,0.259,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Sarangarh-Bilaigarh,Chhattisgarh,92.0,0.259,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Sarangarh-Bilaigarh,Chhattisgarh,92.0,0.259,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Bangalore Rural,Karnataka,91.9,0.2711111111111111,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Bangalore Rural,Karnataka,91.9,0.2711111111111111,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Bangalore Rural,Karnataka,91.9,0.2711111111111111,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Tirap,Arunachal Pradesh,91.9,0.2408888888888889,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Tirap,Arunachal Pradesh,91.9,0.2408888888888889,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Tirap,Arunachal Pradesh,91.9,0.2408888888888889,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Ramban,Jammu and Kashmir,91.8,0.2885555555555555,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Ramban,Jammu and Kashmir,91.8,0.2885555555555555,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Ramban,Jammu and Kashmir,91.8,0.2885555555555555,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Namsai,Arunachal Pradesh,91.6,0.208,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Namsai,Arunachal Pradesh,91.6,0.208,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Namsai,Arunachal Pradesh,91.6,0.208,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Madhepura,Bihar,91.3,0.2797777777777778,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Madhepura,Bihar,91.3,0.2797777777777778,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Kargil,Jammu and Kashmir,91.3,0.2894090909090909,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Kargil,Jammu and Kashmir,91.3,0.2894090909090909,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Kargil,Jammu and Kashmir,91.3,0.2894090909090909,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Dantewada,Chhattisgarh,91.3,0.2303333333333333,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Dantewada,Chhattisgarh,91.3,0.2303333333333333,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Dantewada,Chhattisgarh,91.3,0.2303333333333333,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Dantewada,Chhattisgarh,91.3,0.2303333333333333,🔴 CRITICAL,Digital Literacy & Awareness Program,🔴 URGENT,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Murshidabad,West Bengal,91.0,0.2835555555555555,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Murshidabad,West Bengal,91.0,0.2835555555555555,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Dakshin Bastar Dantewada,Chhattisgarh,91.0,0.2288888888888889,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Dakshin Bastar Dantewada,Chhattisgarh,91.0,0.2288888888888889,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Dakshin Bastar Dantewada,Chhattisgarh,91.0,0.2288888888888889,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Dakshin Bastar Dantewada,Chhattisgarh,91.0,0.2288888888888889,🔴 CRITICAL,Digital Literacy & Awareness Program,🔴 URGENT,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Cuddalore,Tamil Nadu,90.9,0.2337499999999999,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Cuddalore,Tamil Nadu,90.9,0.2337499999999999,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Cuddalore,Tamil Nadu,90.9,0.2337499999999999,🔴 CRITICAL,Digital Literacy & Awareness Program,🔴 URGENT,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Medak,Andhra Pradesh,90.8,0.2218333333333333,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Medak,Andhra Pradesh,90.8,0.2218333333333333,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Medak,Andhra Pradesh,90.8,0.2218333333333333,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Medak,Andhra Pradesh,90.8,0.2218333333333333,🔴 CRITICAL,Digital Literacy & Awareness Program,🔴 URGENT,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
West Kameng,Arunachal Pradesh,90.8,0.2571111111111111,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
West Kameng,Arunachal Pradesh,90.8,0.2571111111111111,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
West Kameng,Arunachal Pradesh,90.8,0.2571111111111111,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Banswara,Rajasthan,90.7,0.2865555555555555,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Banswara,Rajasthan,90.7,0.2865555555555555,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
South Goa,Goa,90.5,0.213,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
South Goa,Goa,90.5,0.213,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
South Goa,Goa,90.5,0.213,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Karur,Tamil Nadu,90.4,0.25,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Karur,Tamil Nadu,90.4,0.25,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Karur,Tamil Nadu,90.4,0.25,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Chengalpattu,Tamil Nadu,90.2,0.2673333333333333,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Chengalpattu,Tamil Nadu,90.2,0.2673333333333333,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Chengalpattu,Tamil Nadu,90.2,0.2673333333333333,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Imphal West,Manipur,90.2,0.1992222222222222,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Imphal West,Manipur,90.2,0.1992222222222222,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Imphal West,Manipur,90.2,0.1992222222222222,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Bishnupur,Manipur,89.8,0.2006666666666666,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Bishnupur,Manipur,89.8,0.2006666666666666,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Bishnupur,Manipur,89.8,0.2006666666666666,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Tirupattur,Tamil Nadu,89.7,0.2437777777777777,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Tirupattur,Tamil Nadu,89.7,0.2437777777777777,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Tirupattur,Tamil Nadu,89.7,0.2437777777777777,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Lower Siang,Arunachal Pradesh,89.6,0.2093333333333333,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Lower Siang,Arunachal Pradesh,89.6,0.2093333333333333,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Lower Siang,Arunachal Pradesh,89.6,0.2093333333333333,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Chennai,Tamil Nadu,89.4,0.255,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Chennai,Tamil Nadu,89.4,0.255,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Changlang,Arunachal Pradesh,89.3,0.2418888888888889,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Changlang,Arunachal Pradesh,89.3,0.2418888888888889,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Changlang,Arunachal Pradesh,89.3,0.2418888888888889,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Changlang,Arunachal Pradesh,89.3,0.2418888888888889,🔴 CRITICAL,Digital Literacy & Awareness Program,🔴 URGENT,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Khagaria,Bihar,88.9,0.2587777777777778,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Khagaria,Bihar,88.9,0.2587777777777778,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Singrauli,Madhya Pradesh,88.4,0.2883333333333333,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Singrauli,Madhya Pradesh,88.4,0.2883333333333333,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Kancheepuram,Tamil Nadu,88.3,0.2333333333333333,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Kancheepuram,Tamil Nadu,88.3,0.2333333333333333,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Hooghly,West Bengal,88.2,0.297078431372549,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Hooghly,West Bengal,88.2,0.297078431372549,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Hooghly,West Bengal,88.2,0.297078431372549,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Hooghly,West Bengal,88.2,0.297078431372549,🔴 CRITICAL,Digital Literacy & Awareness Program,🔴 URGENT,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Medchal-malkajgiri,Telangana,88.2,0.254,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Medchal-malkajgiri,Telangana,88.2,0.254,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
Medchal-malkajgiri,Telangana,88.2,0.254,🔴 CRITICAL,Demographic Update Campaign,🔴 URGENT,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Punch,Jammu and Kashmir,86.6,0.2607142857142857,🔴 CRITICAL,Deploy Mobile Aadhaar Enrollment Camp,🔴 URGENT,"₹450,000",14,2026-01-24,2026-02-07,8,District Registrar General + UIDAI Mobile Unit,5000
Punch,Jammu and Kashmir,86.6,0.2607142857142857,🔴 CRITICAL,School-Based Enrollment Drive,🔴 URGENT,"₹150,000",21,2026-01-24,2026-02-14,4,District Education Officer + UIDAI Liaison,3000
